title,description,bedrooms,bathrooms,size,area,type,parking,ownership,completion,developer,furnishing,built_up_area,elevators,number_of_parking,number_of_appartments,balcony_size,category,number_of_floors,amenities,totla_building_area,imgs,plans_2d,plans_3d,signaturea,price
Partitioned and Fully Furnished Office | High ROI,"Blackstone Gulf Real Estate is delighted to offer you this spacious partitioned and fully furnished office space in a prime location with High ROI. OFFICE DETAILSFloor Area: 1,152 sqftStatus: Rented until September 2023Rented Price: AED 160,000/yearNumber of Cheques: 2 ChequesNumber of Parking: 1 allocated parking spaceService Charge: AED 12.84/sqft per annumGlass PartitionedFully FurnishedCoffee AreaPantrySpacious WorkstationsMeeting RoomAccounts RoomsWide Reception AreaABOUT WESTBURY TOWER 1Westbury Tower 1 is a high-rise commercial building in Business Bay. The 39-story tower also has three podium levels and six basement floors. The ground floor features retail shops and a cafeteria. There are shell and core offices and full floor options for tenants in the building. Offices in Westbury Tower 1 come in two types: furnished and partly-furnished. FACILITIES AND AMENITIESAmple parking for TenantsHigh-speed ElevatorsSecurity and CCTV MonitoringConcierge ServicesFitness Amenities in Tower 2 available for Office TenantsABOUT BUSINESS BAYLocated south of Downtown Dubai, lies one of the most recognizable neighborhoods in Dubai, Business Bay. True to its name, the area is home to several commercial buildings featuring high-profile offices, banks and shops. Extremely well connected, the lifestyle in Business Bay is ideal for professionals working in the area, Downtown Dubai and DIFC. The area also has some of the leading hotel chains from across the world including Oberoi, Taj, and Marriott. COMPANY PROFILEWe are so much more than a full-service real estate firm. We're a group of talented people with a passion for finding the best way to gain maximum returns on our property investments and ensure our clients receive the best service possible. At Blackstone Gulf, our vision is your success. Call or WhatsApp on View Contact Detail / View Contact Detail for further details and viewing.DED# 618856, RERA# 1961",,,"1,152",Business Bay,Office,,,,,Furnished,,,,,,,,,,"https://images.bayut.com/thumbnails/296330153-800x600.jpeg,https://images.bayut.com/thumbnails/279366577-800x600.jpeg,https://images.bayut.com/thumbnails/293439893-800x600.jpeg,https://images.bayut.com/thumbnails/296330153-120x90.jpeg,https://images.bayut.com/thumbnails/279366577-120x90.jpeg,https://images.bayut.com/thumbnails/310260624-120x90.jpeg,https://images.bayut.com/thumbnails/289853291-120x90.jpeg,https://images.bayut.com/thumbnails/286697646-120x90.jpeg,https://images.bayut.com/thumbnails/288846826-120x90.jpeg,https://images.bayut.com/thumbnails/282857789-120x90.jpeg,https://images.bayut.com/thumbnails/286697648-120x90.jpeg,https://images.bayut.com/thumbnails/291684265-120x90.jpeg,https://images.bayut.com/thumbnails/291684270-120x90.jpeg,https://images.bayut.com/thumbnails/306455347-120x90.jpeg,https://images.bayut.com/thumbnails/282857805-120x90.jpeg,https://images.bayut.com/thumbnails/286692447-120x90.jpeg,https://images.bayut.com/thumbnails/286692448-120x90.jpeg,https://images.bayut.com/thumbnails/286697652-120x90.jpeg,https://images.bayut.com/thumbnails/310260627-120x90.jpeg,https://images.bayut.com/thumbnails/279366598-120x90.jpeg,https://images.bayut.com/thumbnails/310857542-120x90.jpeg,https://images.bayut.com/thumbnails/286692452-120x90.jpeg,https://images.bayut.com/thumbnails/296330167-120x90.jpeg,https://images.bayut.com/thumbnails/293439893-120x90.jpeg,https://images.bayut.com/thumbnails/27681753-240x180.jpeg",,,1675262680235,"1,650,000"
Open layout| Close to Metro | Fitted Office,"Rocky Real Estate is pleased to offer this vacant and close to metro office in Fortune Executive Tower, Jumeirah Lake Towers (JLT)* Built-up size: 1,059.71 square feet* Vacant* Fitted* On high floor* Pantry & Toilet* A/C: Chiller* Close to metro* 1 car parking* 2% agency fee* 5% VAT* 10% security depositReference number: RO-SView Contact DetailFortune Executive Tower is a commercial skyscraper located in Cluster T of Jumeirah Lake Towers. The cluster has two other commercial buildings – One Lake Plaza and the Pullman Hotel. Fortune Executive Tower JLT features 254 office units. The construction of the building on plot T1started in 2005 and was completed in 2010. The estimated height of the building is 143.49 metres. There are 35 floors above ground and 4 floors below ground. For enquiries and exclusive viewing, call NADEEM RIAZ (BRN # 37867) at View Contact Detail or email us at Send e-mail We are happy to assist you from 9am to 6pm (Monday to Friday), 9am to 2pm (Saturday). Rocky Real Estate offers residential and commercial real estate services in Dubai since 1976 | Specializing in sales, leasing, property investments and management | 2017 Top 10 Real Estate Consultants in the Arab World by Forbes Middle East. View more properties at www. rockyrealestate. comDED# 751827, RERA# 16963",,,"1,060",Jumeirah Lake Towers (JLT),Office,,,,,,,,,,,,,,,"https://images.bayut.com/thumbnails/267634406-800x600.jpeg,https://images.bayut.com/thumbnails/267634407-800x600.jpeg,https://images.bayut.com/thumbnails/267634417-800x600.jpeg,https://images.bayut.com/thumbnails/267634406-120x90.jpeg,https://images.bayut.com/thumbnails/267634407-120x90.jpeg,https://images.bayut.com/thumbnails/267634408-120x90.jpeg,https://images.bayut.com/thumbnails/267634409-120x90.jpeg,https://images.bayut.com/thumbnails/267634410-120x90.jpeg,https://images.bayut.com/thumbnails/267634411-120x90.jpeg,https://images.bayut.com/thumbnails/267634412-120x90.jpeg,https://images.bayut.com/thumbnails/267634413-120x90.jpeg,https://images.bayut.com/thumbnails/267634414-120x90.jpeg,https://images.bayut.com/thumbnails/267634415-120x90.jpeg,https://images.bayut.com/thumbnails/267634416-120x90.jpeg,https://images.bayut.com/thumbnails/267634417-120x90.jpeg,https://images.bayut.com/thumbnails/27679871-240x180.jpeg",,,1675262684571,"847,768"
Investment Deal | Spacious | Full Lake View,"One Direction Real Estate proudly presents this Shell and Core  available for Sale in Preatoni Tower, Cluster L, and Jumeirah Lakes Tower (JLT). The office offers amazing lake views and comes with a pantry and a washroom. * Shell and core* Size: 925 sqft* Pantry* Washroom* Lake views* Located on the mid floor* Balcony* 1 Parking spaceAmenities and facilities:* 24 hours maintenance* 24 Hours security* Basement parking* Bus services* Business center* CCTV monitored* Covered parking* High-speed elevator* Near metro station* SecurityPreatoni Tower, formerly known as Dubai Star, is a recently completed construction with 500 mixed-use units: studios, 1, 2, and 3-bedroom apartments with elegant design, high-end finishes, and adequate space. The layout and decor are created in a modern manner. Furthermore, Preatoni Tower provides a unique range of amenities, including two pools, assuring a relaxed lifestyle for its occupants.DED# 1059092, RERA# 30288",,,925,Jumeirah Lake Towers (JLT),Office,,,,,,,,,,,,,,,"https://images.bayut.com/thumbnails/337085481-800x600.jpeg,https://images.bayut.com/thumbnails/337085482-800x600.jpeg,https://images.bayut.com/thumbnails/338262020-800x600.jpeg,https://images.bayut.com/thumbnails/337085481-120x90.jpeg,https://images.bayut.com/thumbnails/337085482-120x90.jpeg,https://images.bayut.com/thumbnails/338262010-120x90.jpeg,https://images.bayut.com/thumbnails/337085486-120x90.jpeg,https://images.bayut.com/thumbnails/337085487-120x90.jpeg,https://images.bayut.com/thumbnails/337085488-120x90.jpeg,https://images.bayut.com/thumbnails/337085483-120x90.jpeg,https://images.bayut.com/thumbnails/337085484-120x90.jpeg,https://images.bayut.com/thumbnails/337085485-120x90.jpeg,https://images.bayut.com/thumbnails/337085490-120x90.jpeg,https://images.bayut.com/thumbnails/338262020-120x90.jpeg,https://images.bayut.com/thumbnails/223407262-240x180.jpeg",,,1675262686880,"610,000"
GRADE A Furnishing | Full Canal View | Furnished,"The Citadel Tower is a commercial tower strategically located in Business Bay; it is amidst Dubai's World Trade Centre, theIt has a full glass window, allowing natural sunlight and offering panoramic views of the Canal and Go dolphin. Dubai Financial Centre, It have 41-story commercial tower comprises 565,000 square feet of office space and 29,000 square feet of retail space. This fully-fitted furnished commercial space covers an area of 835.71sq. ft. The unit offers a beautiful landmark view. It is set in a prime location, very near to the metro station. Unit features:* Furnished office 6.3% Rental return * Vacant in APRIL 2023 * 1 Conference room, 2 Manager's cabin * Private bathroom and Pantry * Common bathroom and pantry available on floor * Rented @75000/- * Full canal view * DED License / Mainland license *Ample visitor parking available  DED# 602978, RERA# 1201, DED# 647930, DED# 602978",,,835,Business Bay,Office,,,,,,,,,,,,,,,"https://images.bayut.com/thumbnails/331977342-800x600.jpeg,https://images.bayut.com/thumbnails/331977343-800x600.jpeg,https://images.bayut.com/thumbnails/331977357-800x600.jpeg,https://images.bayut.com/thumbnails/331977342-120x90.jpeg,https://images.bayut.com/thumbnails/331977343-120x90.jpeg,https://images.bayut.com/thumbnails/331977344-120x90.jpeg,https://images.bayut.com/thumbnails/331977345-120x90.jpeg,https://images.bayut.com/thumbnails/331977346-120x90.jpeg,https://images.bayut.com/thumbnails/331977347-120x90.jpeg,https://images.bayut.com/thumbnails/331977348-120x90.jpeg,https://images.bayut.com/thumbnails/331977349-120x90.jpeg,https://images.bayut.com/thumbnails/331977350-120x90.jpeg,https://images.bayut.com/thumbnails/331977351-120x90.jpeg,https://images.bayut.com/thumbnails/331977352-120x90.jpeg,https://images.bayut.com/thumbnails/331977353-120x90.jpeg,https://images.bayut.com/thumbnails/331977354-120x90.jpeg,https://images.bayut.com/thumbnails/331977355-120x90.jpeg,https://images.bayut.com/thumbnails/331977356-120x90.jpeg,https://images.bayut.com/thumbnails/331977357-120x90.jpeg,https://images.bayut.com/thumbnails/81338147-240x180.jpeg",,,1675262689104,"1,000,000"
Shell & Core | Downtown view |with Parking,"Expert Properties offer you an Office for Sale in Opal Tower, Business Bay. Opal Tower is a Business Office Pinnacle with 4 storm cellar levels, ground, 3 stopping levels, and 20 upper business floors offering 200 office spaces and 6 retail regions. This noteworthy structure is arranged on the northern limit of Business Straight where Burj Khalifa Downtown is found. Property Amenities: * Parking's available * 24-hour security * Minutes away from The Dubai Mall and Burj Khalifa * Walking distance to the bus stop and Business Bay Metro station* Commercial building* Community viewNaseer AlamHead of SalesView Contact DetailCompany Information:Expert Properties#107, Building 6, Bay Square, Business Bay, Dubai - UAEView Contact Detail or 800 Expert View Contact DetailExpert Properties is a leading award-winning real estate company with a collective experience of 60-plus years in the Dubai Market. Our main motto is to satisfy our customer's property needs with our in-depth knowledge, Experience & Expertise. Expert Properties - Trust the ExpertsDED# 729406, RERA# 16386",,,"2,204",Business Bay,Office,,,,,,,,,,,,,,,"https://images.bayut.com/thumbnails/333761916-800x600.jpeg,https://images.bayut.com/thumbnails/328193562-800x600.jpeg,https://images.bayut.com/thumbnails/328193572-800x600.jpeg,https://images.bayut.com/thumbnails/333761916-120x90.jpeg,https://images.bayut.com/thumbnails/328193562-120x90.jpeg,https://images.bayut.com/thumbnails/328193563-120x90.jpeg,https://images.bayut.com/thumbnails/328193564-120x90.jpeg,https://images.bayut.com/thumbnails/328193565-120x90.jpeg,https://images.bayut.com/thumbnails/328193566-120x90.jpeg,https://images.bayut.com/thumbnails/328193567-120x90.jpeg,https://images.bayut.com/thumbnails/328193568-120x90.jpeg,https://images.bayut.com/thumbnails/328193569-120x90.jpeg,https://images.bayut.com/thumbnails/328193570-120x90.jpeg,https://images.bayut.com/thumbnails/328193571-120x90.jpeg,https://images.bayut.com/thumbnails/328193572-120x90.jpeg,https://images.bayut.com/thumbnails/312789340-240x180.jpeg",,,1675262691363,"2,645,000"
Prime Location | Near Metro | Combined | Spacious,"Harbor Real Estate, the only agency to receive gold ranking for 5 consecutive years from Dubai Land Department, is delighted to present this office space in a prime location in the heart of Business Bay, Bay Square, Building 08. Bay Square is a series of low-rise, mixed-use buildings by Dubai Properties. The pedestrian-only area consists of 13 buildings encompassing a full range of essential community services, dining and hospitality options including DoubleTree by Hilton Dubai. Easily accessed from across the city and beyond, Bay Square seamlessly links major arterial routes with the Old Town and the Executive Towers, as well as Dubai’s public transportation networkUnit features:- Efficient layout- Shell & core office space- Wide windows offering community views & well-lit spaces- DED license- Ample basement parking is available- Common washroom & pantry on each floor- Available for viewingBuilding features:- 24/7 building security- Common areas including kitchen, service area, & lounge- Easy access to Dubai Mall & Burj Khalifa- Banking facilities, shopping malls, & medical clinics nearby- Walking distance to the bus stop- 7mins to Business Bay Metro stationFor more details, contact Harbor Real Estate on View Contact Detail / View Contact DetailRERA# 2004, DED# 618031",,,"1,568",Business Bay,Office,,,,,Unfurnished,,,,,,,,"Lobby in Building,Service Elevators,Prayer Room,Gym or Health Club,Security Staff,CCTV Security,ATM Facility",,"https://images.bayut.com/thumbnails/292282506-800x600.jpeg,https://images.bayut.com/thumbnails/308796901-800x600.jpeg,https://images.bayut.com/thumbnails/327639805-800x600.jpeg,https://images.bayut.com/thumbnails/292282506-120x90.jpeg,https://images.bayut.com/thumbnails/308796901-120x90.jpeg,https://images.bayut.com/thumbnails/335132079-120x90.jpeg,https://images.bayut.com/thumbnails/285776480-120x90.jpeg,https://images.bayut.com/thumbnails/285776477-120x90.jpeg,https://images.bayut.com/thumbnails/285776479-120x90.jpeg,https://images.bayut.com/thumbnails/309749161-120x90.jpeg,https://images.bayut.com/thumbnails/299930816-120x90.jpeg,https://images.bayut.com/thumbnails/312022306-120x90.jpeg,https://images.bayut.com/thumbnails/285776474-120x90.jpeg,https://images.bayut.com/thumbnails/285776475-120x90.jpeg,https://images.bayut.com/thumbnails/285776473-120x90.jpeg,https://images.bayut.com/thumbnails/285786277-120x90.jpeg,https://images.bayut.com/thumbnails/285786276-120x90.jpeg,https://images.bayut.com/thumbnails/327639805-120x90.jpeg,https://img.youtube.com/vi/RFtmiCeE23U/sddefault.jpg,https://img.youtube.com/vi/RFtmiCeE23U/default.jpg,https://images.bayut.com/thumbnails/27679921-240x180.jpeg",,,1675262693559,"2,421,674"
Perfect & Prime Location | Metro | Combined,"Harbor Real Estate, the only agency to receive gold ranking for 5 consecutive years from Dubai Land Department, is delighted to present this office space in a prime location in the heart of Business Bay, Bay Square, Building 08. Bay Square is a series of low-rise, mixed-use buildings by Dubai Properties. The pedestrian-only area consists of 13 buildings encompassing a full range of essential community services, dining and hospitality options including DoubleTree by Hilton Dubai. Easily accessed from across the city and beyond, Bay Square seamlessly links major arterial routes with the Old Town and the Executive Towers, as well as Dubai’s public transportation networkUnit features:- Efficient layout- Shell & core office space- Wide windows offering community views & well-lit spaces- DED license- Ample basement parking is available- Common washroom & pantry on each floor- Available for viewingBuilding features:- 24/7 building security- Common areas including kitchen, service area, & lounge- Easy access to Dubai Mall & Burj Khalifa- Banking facilities, shopping malls, & medical clinics nearby- Walking distance to the bus stop- 7mins to Business Bay Metro stationFor more details, contact Harbor Real Estate on View Contact Detail / View Contact DetailRERA# 2004, DED# 618031",,,"1,613",Business Bay,Office,,,,,Unfurnished,,,,,,,,"Service Elevators,Gym or Health Club,Security Staff,CCTV Security,ATM Facility",,"https://images.bayut.com/thumbnails/314483906-800x600.jpeg,https://images.bayut.com/thumbnails/297522226-800x600.jpeg,https://images.bayut.com/thumbnails/314483908-800x600.jpeg,https://images.bayut.com/thumbnails/314483906-120x90.jpeg,https://images.bayut.com/thumbnails/297522226-120x90.jpeg,https://images.bayut.com/thumbnails/308796975-120x90.jpeg,https://images.bayut.com/thumbnails/333743968-120x90.jpeg,https://images.bayut.com/thumbnails/303977645-120x90.jpeg,https://images.bayut.com/thumbnails/298040733-120x90.jpeg,https://images.bayut.com/thumbnails/295542781-120x90.jpeg,https://images.bayut.com/thumbnails/309330469-120x90.jpeg,https://images.bayut.com/thumbnails/314483907-120x90.jpeg,https://images.bayut.com/thumbnails/285764486-120x90.jpeg,https://images.bayut.com/thumbnails/285764488-120x90.jpeg,https://images.bayut.com/thumbnails/295542810-120x90.jpeg,https://images.bayut.com/thumbnails/285764498-120x90.jpeg,https://images.bayut.com/thumbnails/285765673-120x90.jpeg,https://images.bayut.com/thumbnails/314483908-120x90.jpeg,https://img.youtube.com/vi/RFtmiCeE23U/sddefault.jpg,https://img.youtube.com/vi/RFtmiCeE23U/default.jpg,https://images.bayut.com/thumbnails/27679921-240x180.jpeg",,,1675262695640,"2,490,283"
Close to Metro | Rented unit | X3 Tower,"Rocky Real Estate highly recommends your office choice, a great location for business that attracts clients. * Built-Up Area: 1,105.46 square feet* With pantry and toilet room* Fitted with 2 glass partitions* 1 car parking* Close to metro* Rented until March 05, 2023 at 58,000 AEDReference number: RO-S-7845Jumeirah Bay X3 is located in the fast-growing free zone district in Dubai, Jumeirah Lake Towers; as well as it is one of the three unique towers in a particular cluster. For enquiries and exclusive viewing, call NADEEM RIAZ (BRN # 37867) atView Contact Detail or email us at Send e-mail We are happy to assist you from 9 am to 6 pm (Monday to Friday), 9 am to 2 pm (Saturday). Rocky Real Estate offers residential and commercial real estate services in Dubai since 1976 | Specializing in sales, leasing, property investments and management | 2017 Top 10 Real Estate Consultants in the Arab World by Forbes Middle East. . View more properties at www. rockyrealestate. comDED# 751827, RERA# 16963",,,"1,105",Jumeirah Lake Towers (JLT),Office,,,,,,,,,,,,,,,"https://images.bayut.com/thumbnails/169246838-800x600.jpeg,https://images.bayut.com/thumbnails/169246869-800x600.jpeg,https://images.bayut.com/thumbnails/169247054-800x600.jpeg,https://images.bayut.com/thumbnails/169246838-120x90.jpeg,https://images.bayut.com/thumbnails/169246869-120x90.jpeg,https://images.bayut.com/thumbnails/169246910-120x90.jpeg,https://images.bayut.com/thumbnails/169246916-120x90.jpeg,https://images.bayut.com/thumbnails/169246934-120x90.jpeg,https://images.bayut.com/thumbnails/169246982-120x90.jpeg,https://images.bayut.com/thumbnails/169246989-120x90.jpeg,https://images.bayut.com/thumbnails/169247031-120x90.jpeg,https://images.bayut.com/thumbnails/169247036-120x90.jpeg,https://images.bayut.com/thumbnails/169247054-120x90.jpeg,https://images.bayut.com/thumbnails/27679871-240x180.jpeg",,,1675262698134,"1,160,700"
Spacious Office |On High Floor | Iconic Views,"KAYE & CO REAL ESTATE L. L. C. is privileged to introduce you one of the largest office floors in Burj Khalifa Tower. Property Details:- Shell and Core Condition- Size 8,806 sqft- Spreads across the floor on highest levels- Overlooking the whole of Dubai including the Dubai fountain, Sheikh Zayed Road, the Sea, Dubai Opera and DIFC- 14 Allocated Parking Spaces in the BasementBuilding Amenities:- Internal access to Dubai Mall- Sky Lounge located on the 123rd Floor (exclusive to residents)- 24hr Concierge Service- Two tennis courts, plus basketball court available on Saturdays- Fully equipped gym plus two swimming pools- Business Centre located on the 43rd Floor- Meeting Rooms located on the 43rd & 76th Floors- 24hr Grocery Store located on the Ground Floor- 15% discount for Residents at six Armani Hotel restaurants- Housekeeping, Laundry and Carwash Services availablePlease contact Eugen at View Contact Detail for any additional information. Burj Khalifa is truly a mixed-use tower, comprises 1.85 million square feet of residential space, and 300,000 square feet of office space, in addition to the Armani Hotel Dubai and Armani Residences. KAYE & CO. is a privately-run real estate firm with more than fifteen years of local industry experience. We are a Downtown focused agency and if you are looking for somebody to guide you in this community, please get in touch with us. PROPERTY FEATURES:  -Basement parking -Community View -Covered parking -Landscaped Garden -On high floor -View of gardens -View of parkland -View of sea/water -24 hours Maintenance -Bank/ATM Facility -Business Center -Communal gardens -Concierge service -Laundry Service -Metro station -Public park -Public parking -Public transport -Restaurants -Shopping mall -Shops -Tennis courts -Valet ServiceRERA# 17029, DED# 755060, ORN# 17029BRN# 36760",,,"8,807",Downtown Dubai,Office,,,,,,,,,,,,,"Parking Spaces,Maintenance Staff,Business Center,Laundry Facility,ATM Facility,24 Hours Concierge,View",,"https://images.bayut.com/thumbnails/249759642-800x600.jpeg,https://images.bayut.com/thumbnails/249759644-800x600.jpeg,https://images.bayut.com/thumbnails/249759656-800x600.jpeg,https://images.bayut.com/thumbnails/249759642-120x90.jpeg,https://images.bayut.com/thumbnails/249759644-120x90.jpeg,https://images.bayut.com/thumbnails/249759646-120x90.jpeg,https://images.bayut.com/thumbnails/249759648-120x90.jpeg,https://images.bayut.com/thumbnails/249759649-120x90.jpeg,https://images.bayut.com/thumbnails/249759650-120x90.jpeg,https://images.bayut.com/thumbnails/249759651-120x90.jpeg,https://images.bayut.com/thumbnails/249759652-120x90.jpeg,https://images.bayut.com/thumbnails/249759653-120x90.jpeg,https://images.bayut.com/thumbnails/249759654-120x90.jpeg,https://images.bayut.com/thumbnails/249759655-120x90.jpeg,https://images.bayut.com/thumbnails/249759656-120x90.jpeg,https://images.bayut.com/thumbnails/249759642-800x600.jpeg,https://images.bayut.com/thumbnails/27681788-240x180.jpeg",,,1675262700391,"33,999,900"
Fitted Office | Vacant | Motivated Seller,"Brought to you by Driven Properties, this Office is located in Clover Bay Tower, Business Bay. Unit Details:- Fully Fitted Office- View: Open View- Low floor level- Total Area: 942 square feet- No. of Parking: 1 Features:- Carpets- Public park- Public transport- Security and CCTV monitored- Shopping mall- Metro station- Easy access to Sheikh Zayed Road- Supermarkets- Mosque- Public parking- Restaurants- Shops- Conference room Business Bay is a contemporary financial district packed with corporate high-rises, stylish apartments buildings, and swanky hotels. Call our Business Bay office for more information or viewing on View Contact Detail for out of office hours or weekends call View Contact Detail. Ask us about:- Mortgage Advisory- Property Management- Holiday Homes- Interior Design Visit our offices across Dubai's most popular communities including:- Business Bay- Dubai Creek Harbour- Jumeirah Village Circle- Dubai Hills EstateDED# 677961, RERA# 11917, DED# 905881, DED# 750008",,,942,Business Bay,Office,,,,,,,,,,,,,,,"https://images.bayut.com/thumbnails/316057039-800x600.jpeg,https://images.bayut.com/thumbnails/316057041-800x600.jpeg,https://images.bayut.com/thumbnails/316057053-800x600.jpeg,https://images.bayut.com/thumbnails/316057039-120x90.jpeg,https://images.bayut.com/thumbnails/316057041-120x90.jpeg,https://images.bayut.com/thumbnails/316057043-120x90.jpeg,https://images.bayut.com/thumbnails/316057044-120x90.jpeg,https://images.bayut.com/thumbnails/316057045-120x90.jpeg,https://images.bayut.com/thumbnails/316057046-120x90.jpeg,https://images.bayut.com/thumbnails/316057047-120x90.jpeg,https://images.bayut.com/thumbnails/316057048-120x90.jpeg,https://images.bayut.com/thumbnails/316057049-120x90.jpeg,https://images.bayut.com/thumbnails/316057050-120x90.jpeg,https://images.bayut.com/thumbnails/316057051-120x90.jpeg,https://images.bayut.com/thumbnails/316057052-120x90.jpeg,https://images.bayut.com/thumbnails/316057053-120x90.jpeg,https://images.bayut.com/thumbnails/27769554-240x180.jpeg",,,1675262702352,"900,000"
Fully Fitted and Bright | Prime Location,"Brought to you by Driven Properties, this Office is located in Mazaya Business Avenue BB1, Jumeirah Lake Towers. Unit Details:- View: 360 Partial- Total Area: 1199 square feet- No. of Parking: 1 Features:- Covered parking- Basement Parking- Restaurants- Shops- Carpets- View of Landmar- Public transport- Security- Public parking- Metro stationJumeirah Lake Towers is a business centre district that tastefully combines both function and aesthetic appeal. Consists of 80 towers being constructed along the edges of three artificial lakes as well as the JLT Embankment of 8 tower facing Jumeirah IslandsCall our Business Bay office for more information or viewing on View Contact Detail for out of office hours or weekends call View Contact DetailAsk us about:- Mortgage Advisory- Property Management- Holiday Homes- Interior Design Visit our offices across Dubai's most popular communities including:- Business Bay- Dubai Creek Harbour- Jumeirah Village Circle- Dubai Hills EstateDED# 677961, RERA# 11917, DED# 905881, DED# 750008",,,"1,199",Jumeirah Heights,Office,,,,,,,,,,,,,,,"https://images.bayut.com/thumbnails/324183231-800x600.jpeg,https://images.bayut.com/thumbnails/324183233-800x600.jpeg,https://images.bayut.com/thumbnails/324183406-800x600.jpeg,https://images.bayut.com/thumbnails/324183231-120x90.jpeg,https://images.bayut.com/thumbnails/324183233-120x90.jpeg,https://images.bayut.com/thumbnails/324183235-120x90.jpeg,https://images.bayut.com/thumbnails/324183237-120x90.jpeg,https://images.bayut.com/thumbnails/327232605-120x90.jpeg,https://images.bayut.com/thumbnails/324183401-120x90.jpeg,https://images.bayut.com/thumbnails/324183402-120x90.jpeg,https://images.bayut.com/thumbnails/324183403-120x90.jpeg,https://images.bayut.com/thumbnails/324183404-120x90.jpeg,https://images.bayut.com/thumbnails/324183405-120x90.jpeg,https://images.bayut.com/thumbnails/324183406-120x90.jpeg,https://images.bayut.com/thumbnails/324183231-800x600.jpeg,https://images.bayut.com/thumbnails/27769554-240x180.jpeg",,,1675262704655,"850,000"
FULLY FITTED | FULL CANAL VIEW | READY TO MOVE IN,"The Citadel is an operational project and is already home to many offices, allowing businesses to function optimally with all necessary infrastructure amenities.  Strategically located at Business Bay, The Citadel sits amidst the World Trade Center in Dubai, the Dubai Financial Centre, luxury hotels and resorts. The building has lots of retail which includes grocery store, restaurants, Sheesha cafe and many more.  The building has lots of visitors parking spaces as well in basement.  • Fully Fitted partitioned office with canal view, 3 partitioned offices and big reception. - Fully fitted - Common washroom and Pantry outside- Vacant - Beautiful fit out.  • Sales area and executive meeting room.  •Canal View • 1 Covered parking space also visitor parking available.  • Close to MetroBUILDING FACILITIES:• 24 Hour Security• Intelligent light control systems for public areas• Emergency Lighting System• Prayer roomDED# 602978, RERA# 1201, DED# 647930, DED# 602978",,,709,Business Bay,Office,,,,,,,,,,,,,,,"https://images.bayut.com/thumbnails/335463973-800x600.jpeg,https://images.bayut.com/thumbnails/335463975-800x600.jpeg,https://images.bayut.com/thumbnails/335464001-800x600.jpeg,https://images.bayut.com/thumbnails/335463973-120x90.jpeg,https://images.bayut.com/thumbnails/335463975-120x90.jpeg,https://images.bayut.com/thumbnails/335463977-120x90.jpeg,https://images.bayut.com/thumbnails/335463980-120x90.jpeg,https://images.bayut.com/thumbnails/335463982-120x90.jpeg,https://images.bayut.com/thumbnails/335463984-120x90.jpeg,https://images.bayut.com/thumbnails/335463986-120x90.jpeg,https://images.bayut.com/thumbnails/335463988-120x90.jpeg,https://images.bayut.com/thumbnails/335463990-120x90.jpeg,https://images.bayut.com/thumbnails/335463991-120x90.jpeg,https://images.bayut.com/thumbnails/335463992-120x90.jpeg,https://images.bayut.com/thumbnails/335463993-120x90.jpeg,https://images.bayut.com/thumbnails/335463994-120x90.jpeg,https://images.bayut.com/thumbnails/335463995-120x90.jpeg,https://images.bayut.com/thumbnails/335463996-120x90.jpeg,https://images.bayut.com/thumbnails/335463997-120x90.jpeg,https://images.bayut.com/thumbnails/335463998-120x90.jpeg,https://images.bayut.com/thumbnails/335463999-120x90.jpeg,https://images.bayut.com/thumbnails/335464000-120x90.jpeg,https://images.bayut.com/thumbnails/335464001-120x90.jpeg,https://images.bayut.com/thumbnails/81338147-240x180.jpeg",,,1675262706804,"780,000"
