title,description,bedrooms,bathrooms,size,area,type,parking,ownership,completion,developer,furnishing,built_up_area,elevators,number_of_parking,number_of_appartments,balcony_size,category,number_of_floors,amenities,totla_building_area,imgs,plans_2d,plans_3d,signaturea,price
2 bed | Partial Burj Khalifa View |Handover October,"Better Homes presents this amazing 2 bedroom apartment in the soon to be handed over Forte tower 2 in Downtown Dubai. This apartment has a very nice layout with 2 bathrooms, laundry room, and nice sized balcony with views of Burj Khalifa. Anyone who lives here will know they are coming home to a haven of luxurious design and stylish comfort, all in a fantastic location. Ideally positioned on Sheikh Mohamed bin Rashid Boulevard, Forte residents have all the benefits of Downtown Dubai at their doorstep. Cradled in the centre of The Opera District, the superb location assures easy access to Financial Centre Road, Sheikh Zayed Road, and the rest of the city. Designed by internationally renowned and world-class architecture practice Nikken Sekkei. Residents and guests of Forte can enjoy a host of retail offerings that are built into the tower’s podium. Company name: BetterhomesRERA ORN: 97 Address: Vision Tower, 42nd Floor, Dubai Office phone no: View Contact DetailPrimary email: Send e-mailWebsite: www. bhomes. comDED# 223306, RERA# 97, DED# 606264, DED# 870048",2,2,"1,249",Downtown Dubai,Apartment,,,,,,,,,,,,,"Parking Spaces,Balcony or Terrace,Gym or Health Club,Swimming Pool,Security Staff,View",,"https://images.bayut.com/thumbnails/338849971-800x600.jpeg,https://images.bayut.com/thumbnails/338849972-800x600.jpeg,https://images.bayut.com/thumbnails/338849976-800x600.jpeg,https://images.bayut.com/thumbnails/338849971-120x90.jpeg,https://images.bayut.com/thumbnails/338849972-120x90.jpeg,https://images.bayut.com/thumbnails/338849973-120x90.jpeg,https://images.bayut.com/thumbnails/338849974-120x90.jpeg,https://images.bayut.com/thumbnails/338849975-120x90.jpeg,https://images.bayut.com/thumbnails/338849976-120x90.jpeg,https://images.bayut.com/thumbnails/167794695-240x180.jpeg",,,1675257921481,"3,200,000"
Luxurious Studio with Private Pool in An Architectural Masterpiece |5 years payment plan | Pay 1% every month,"This Architectural Masterpiece is a Development that Offers meticulously Crafted Luxurious apartments with private Pools and high end interior designed living space that gives you everlasting royalty experience. ★ METICULOUSLY CRAFTED FLAWLESS LUXURY STUDIO APARTMENT★ PRIVATE POOL★ SMART HOMES AUTOMATION★ 1% PER MONTH PAYMENT PLAN★ SOLAR PANEL★ HIGH END FINISHING★ WORLD CLASS AMENITIES★ FREEHOLD PROPERTY★ AMAZING LAYOUT★ ICONIC DESIGN===================PROPERTY FEATURES:===================☆ Studio Apartment + Private Pool☆ 1 Bathroom☆ Balcony☆ Size: 460 Sq. feet☆ Best Layout☆ Built-in Wardrobes☆ Branded Kitchen Appliances☆ High End Finishing☆ Dedicated parking Space===================PROJECT AMENITIES:===================★ JACUZZI★ HEALTH CLUB★ BBQ AREA★ ICONIC WATER FEATURE★ VALET PARKING★ OUTDOOR CINEMA★ STEAM ROOM★ SAUNA ROOM★ SOLAR PANELS★ PRIVATE SWIMMING POOL★ RESORT STYLE COMMON SWIMMING POOL★ KID'S SWIMMING POOL★ LEISURE POOL DECK★ KIDS PLAY AREA★ ENTERTAINMENT CENTER===============SELLING PRICE:===============■ STARTING PRICE: AED 699,000/- (USD 190,463/-)==============PAYMENT PLAN==============■ 15% on booking + 4% DLD+ AED 2,625/- DLD Approved Admin Fee■ 1% every month for 60 Months■ 10% on 6th month after booking■ 5% on 12 month after booking■ 10% on 18 month after booking=================SAMANA MYKONOS:=================Experience the vibrant city of Mykonos in your own city, Dubai, with the magnificently designed samana mykonos. An exquisite residential property location at Dubai Studio City, samana mykonos is where you hunt for the perfect home with holiday vibe ends. =============CONTACT US:=============Please feel free to contact us for Booking and more details:-■ Property Consultant■ Aizaz Mushtaq■ Mobile Number: View Contact Detail■ BRN: 40050■ RERA ORN: 17286DED# 766741, RERA# 17286",,,460,Dubai Studio City,Apartment,,,,,,,,,,,,,,,"https://images.bayut.com/thumbnails/336853458-800x600.jpeg,https://images.bayut.com/thumbnails/336853459-800x600.jpeg,https://images.bayut.com/thumbnails/336853485-800x600.jpeg,https://images.bayut.com/thumbnails/336853458-120x90.jpeg,https://images.bayut.com/thumbnails/336853459-120x90.jpeg,https://images.bayut.com/thumbnails/336853460-120x90.jpeg,https://images.bayut.com/thumbnails/336853461-120x90.jpeg,https://images.bayut.com/thumbnails/336853462-120x90.jpeg,https://images.bayut.com/thumbnails/336853464-120x90.jpeg,https://images.bayut.com/thumbnails/336853467-120x90.jpeg,https://images.bayut.com/thumbnails/336853469-120x90.jpeg,https://images.bayut.com/thumbnails/336853471-120x90.jpeg,https://images.bayut.com/thumbnails/336853473-120x90.jpeg,https://images.bayut.com/thumbnails/336853475-120x90.jpeg,https://images.bayut.com/thumbnails/338053699-120x90.jpeg,https://images.bayut.com/thumbnails/336853480-120x90.jpeg,https://images.bayut.com/thumbnails/336853484-120x90.jpeg,https://images.bayut.com/thumbnails/336853485-120x90.jpeg,https://images.bayut.com/thumbnails/27679879-240x180.jpeg",,,1675257924109,"699,000"
New Launch I Amazing Payment Plan I Book Your Unit,"Stage Properties is delighted to introduce -GEMZ - a new project by Danube is redefining luxury living in the heart of Al Furjan. This unique project with a stunning pyramid shaped architecture is the upcoming landmark. Built on the prime location, the project offers spacious apartments, top-of-the line amenities, easy access to public transport and malls, and a lot more. EXCEPTIONAL RESIDENCES TO CHOOSE FROM:Spacious Studios1 Bedroom apartments with office2 Bedroom duplexes with private pool & study3 Bedroom duplexes with private pool, study & maid's roomFacilities and Amenities Includes:-Swimming Pool -Beauty Salon -Doctor on Call -Fitness Centre -Yoga Centre -Cricket Pitch -Outdoor Cinema -Kids Play Area - Sky DeckAmazingPayment Plan:- 10%Booking Amount- 1%Jul-2022 - Sep 2022- 5%Oct-2022- 1%Nov-2022 - Mar-2023- 5%Apr 2023- 1%May 2023 - Feb 2025- 10%Mar 2025- 1%40 months post handoverFor more information, please call us today onView Contact Detail or email at Send e-mail  PROPERTY FEATURES:  -Balcony -BBQ area -Built in wardrobes -Central air conditioning -Central heating -Community View -Covered parking -Gymnasium -On low floor -Pets allowed -Sauna -Shared swimming pool -Steam room -Study -View of parkland -24 hours Maintenance -Bus services -Business Center -Children's play area -Clubhouse -Communal gardens -Cycling tracks -Fitness Center -Mosque -Public park -Public parking -Public transport -Recreational Facilities -Restaurants -Shopping mall -Shops -Walking TrailsDED# 912442, RERA# 25174",3,4,"1,594",Al Furjan,Apartment,,,,,,,,,,,,,"Parking Spaces,Centrally Air-Conditioned,Central Heating,Balcony or Terrace,Gym or Health Club,Sauna,Steam Room,Kids Play Area,Barbeque Area,Maintenance Staff,Business Center,View",,"https://images.bayut.com/thumbnails/332065364-800x600.jpeg,https://images.bayut.com/thumbnails/332065365-800x600.jpeg,https://images.bayut.com/thumbnails/332065377-800x600.jpeg,https://images.bayut.com/thumbnails/332065364-120x90.jpeg,https://images.bayut.com/thumbnails/332065365-120x90.jpeg,https://images.bayut.com/thumbnails/332065366-120x90.jpeg,https://images.bayut.com/thumbnails/332065367-120x90.jpeg,https://images.bayut.com/thumbnails/332065368-120x90.jpeg,https://images.bayut.com/thumbnails/332065369-120x90.jpeg,https://images.bayut.com/thumbnails/332065370-120x90.jpeg,https://images.bayut.com/thumbnails/332065371-120x90.jpeg,https://images.bayut.com/thumbnails/332065372-120x90.jpeg,https://images.bayut.com/thumbnails/332065373-120x90.jpeg,https://images.bayut.com/thumbnails/332065374-120x90.jpeg,https://images.bayut.com/thumbnails/332065375-120x90.jpeg,https://images.bayut.com/thumbnails/332065376-120x90.jpeg,https://images.bayut.com/thumbnails/332065377-120x90.jpeg,https://images.bayut.com/thumbnails/105665672-240x180.jpeg",,,1675257926234,"1,807,175"
High Floor | Burj Khalifa View | PHPP | Fully Furnished,"CN One Real Estate is pleased to offer for sale this magnificent 3 Bedroom Apartment in Address Residences Dubai Opera by Emaar located at Downtown Dubai. •Off-plan | Project completion is expected to be in End of February 2023•	Access to Burj Park and Burj Lake•	Exquisite Lounges•	Infinity Swimming Pool•	State of the Art Gym•	Kids' Club and Play Area•	Concierge Service•	Restaurant•	Retail area•	Luxurious facilities for wellness and health•	Exquisite Lounges•	Access to Burj Park and Burj Lake•	Five-star concierge-style serviceEXQUISITE LOUNGESINFINITY SWIMMING POOLSTATE-OF-THE-ART GYMKIDS’ CLUB & PLAY AREACONCIERGE SERVICEAmenities:•	Balcony•	Barbecue area•	Basketball court•	BroadBand•	Kids Play Area•	First Aid Kit•	Fitness center•	Fully Furnished Kitchen•	Gym•	Landscaped Garden•	Maid Room•	Metro•	Near transportation•	Non-smoking•	Public Park•	Public Parking•	Public Transport•	Restaurants•	Security system•	Shopping Mall•	Shops•	Tennis Courts•	Terrace•	Trash compactor•	Wardrobe•	Wireless internet connection•	Wood FlooringLocated in the Downtown Dubai, the Dubai Opera district has been slated to become an enigmatic art centre and emphasize Dubai’s role as a cultural hub. This creative enclave is located between the Burj Khalifa and the Dubai Mall, and is touted to host a plethora of residences, hotels, museums, galleries, jazz clubs and restaurants. The Dubai Opera House, a 2000-seat multi-format theatre, will elevate the area to another level, encompassing pedestrian zones, manicured parks, plazas and courtyards. It forms the epicenter of this district with the primary goal to foster exchange within international art communities. We Have Properties in:Downtown Dubai Creek HarbourFor more Details Mobile: View Contact DetailEmail: m. Send e-mailDED# 945182, RERA# 26272",3,3,"1,540",Downtown Dubai,Apartment,,,,,Furnished,,,,,,,,,,"https://images.bayut.com/thumbnails/331074530-800x600.jpeg,https://images.bayut.com/thumbnails/331074531-800x600.jpeg,https://images.bayut.com/thumbnails/331074539-800x600.jpeg,https://images.bayut.com/thumbnails/331074530-120x90.jpeg,https://images.bayut.com/thumbnails/331074531-120x90.jpeg,https://images.bayut.com/thumbnails/331074532-120x90.jpeg,https://images.bayut.com/thumbnails/331074533-120x90.jpeg,https://images.bayut.com/thumbnails/331074534-120x90.jpeg,https://images.bayut.com/thumbnails/331074535-120x90.jpeg,https://images.bayut.com/thumbnails/331074536-120x90.jpeg,https://images.bayut.com/thumbnails/331074537-120x90.jpeg,https://images.bayut.com/thumbnails/331074538-120x90.jpeg,https://images.bayut.com/thumbnails/331074539-120x90.jpeg,https://images.bayut.com/thumbnails/145622930-240x180.jpeg",https://images.bayut.com/thumbnails/73152375-600x450.jpeg,,1675257928591,"7,100,000"
Private Swimming Pool / 6 Years Payment Plan / Best Location,"Next Level Real Estate is pleased to offer you this 2 Bedroom apartment with Private Swimming Pool in Petalz project international city, Dubai. Greenery and open spaces, world-class amenities, best infrastructure, and a thriving community. Petalz by Danube is an exclusive gated community that offers a tranquil living experience within the bustling city of Dubai. Here you can pick from Studio, 1, and 2 BR variants that offers space for your dreams and loved ones. Located in Warsan First, the project is conveniently accessible from Sheikh Mohammed Bin Zayed Road. Amenities· Jogging track· jacuzzi· BBQ· tennis court· Swimming pool· Fitness Centre· Steam Sauna· Cabanas eating· kids play area· outdoor Cinema theatre· Smart office with secretary· Kids center with Nanny on board· Anti-Current pool & Yoga· meditation Centre & beauty Salon· Golf- A visit can be arranged at the earliest. Call our Senior Property Adviser for more information or viewing. if you choose to engage with NEXT LEVEL REALESTATE, we can guarantee you that you will receive the finest customer-focused, transparent and productive real estate services. Please get in touch with us if you would like to list your property and participate in our exclusive marketing campaigns to one of the biggest database. Next Level Real Estate provides incredible solutions to property related concerns. If you are looking to sale or rent, our ideal property related services will give you all the answers to your problems. Our up to the minute skills, marketing experience and dedicated team make maximum efforts to let your property be known to all. We understand the worth of connection between people and their properties. This propels us to go the extra mile and provide highly suitable places with sufficient security for our valued clients. DED# 695353, RERA# 12550",2,2,"1,215",International City,Apartment,,,,,Unfurnished,,,,,,,,"Centrally Air-Conditioned,Double Glazed Windows,Balcony or Terrace,Lobby in Building,Service Elevators,Prayer Room,First Aid Medical Center,Gym or Health Club,Facilities for Disabled,Swimming Pool,Jacuzzi,Sauna,Steam Room,Day Care Center,Kids Play Area,Lawn or Garden,Barbeque Area,Cafeteria or Canteen,Maintenance Staff,Cleaning Services,Business Center,Conference Room,Security Staff,CCTV Security,Broadband Internet,Satellite/Cable TV,ATM Facility,24 Hours Concierge,Freehold",,"https://images.bayut.com/thumbnails/333912054-800x600.jpeg,https://images.bayut.com/thumbnails/333912056-800x600.jpeg,https://images.bayut.com/thumbnails/333912073-800x600.jpeg,https://images.bayut.com/thumbnails/333912054-120x90.jpeg,https://images.bayut.com/thumbnails/333912056-120x90.jpeg,https://images.bayut.com/thumbnails/333912057-120x90.jpeg,https://images.bayut.com/thumbnails/333912058-120x90.jpeg,https://images.bayut.com/thumbnails/333912059-120x90.jpeg,https://images.bayut.com/thumbnails/333912060-120x90.jpeg,https://images.bayut.com/thumbnails/333912061-120x90.jpeg,https://images.bayut.com/thumbnails/333912063-120x90.jpeg,https://images.bayut.com/thumbnails/333912065-120x90.jpeg,https://images.bayut.com/thumbnails/333912067-120x90.jpeg,https://images.bayut.com/thumbnails/333912069-120x90.jpeg,https://images.bayut.com/thumbnails/333912071-120x90.jpeg,https://images.bayut.com/thumbnails/333912073-120x90.jpeg,https://images.bayut.com/thumbnails/27680013-240x180.jpeg",,,1675257932734,"1,186,000"
Smart Apartment I Stunning View | Great Investment,"We are beyond excited to offer you this amazing 2 bedroom apartment inRegalia,Deyaar's new upcoming project. This luxurious gold-looking building will be 70-storey / 331 meters high, located in the heart of Dubai (Business Bay) and will be ready by the 4th quarter of 2024.  Amenities: - Olympic infinity pool - Private cabanas and Sun loungers - Juice Bar - Private Jacuzzis - Indoor and outdoor Yoga and aerobic pavilion - Landscaped Winter Garden with Private Seating - Reading Corner - Double Volume Lobby - Residents Lounge - BBQ Area and a Private Outdoor Dining - Outdoor Cinema- Business Centre, Sunken Seating, Retail Shop - Indoor and outdoor play area on top of a pool and a day care for children - Luxury interior finishes with branded built-in appliances - Smart-home technology enabled residences - Panoramic viewsThe Payment Plan:  - 20% to be paid upon signing the SPA - 8% to be paid every 8 month until December 2024 - 40% to be paid post-handover every month for 40 months Please contact Jonathan on View Contact DetailPs: Won't deal with agents  PROPERTY FEATURES:  -Balcony -Basement parking -BBQ area -Built in wardrobes -Central air conditioning -Central heating -Covered parking -Fully fitted kitchen -Gymnasium -Jacuzzi -Landscaped Garden -On mid floor -Pets allowed -Private garage -Satellite/Cable TV -Shared swimming pool -View of gardens -24 hours Maintenance -Business Center -Children's play area -Concierge service -Laundry Service -ShopsDED# 912442, RERA# 25174",2,3,"1,255",Business Bay,Apartment,,,,,,,,,,,,,"Parking Spaces,Centrally Air-Conditioned,Central Heating,Balcony or Terrace,Gym or Health Club,Jacuzzi,Kids Play Area,Barbeque Area,Maintenance Staff,Business Center,Laundry Facility,Satellite/Cable TV,24 Hours Concierge,View",,"https://images.bayut.com/thumbnails/330740485-800x600.jpeg,https://images.bayut.com/thumbnails/330740486-800x600.jpeg,https://images.bayut.com/thumbnails/330740512-800x600.jpeg,https://images.bayut.com/thumbnails/330740485-120x90.jpeg,https://images.bayut.com/thumbnails/330740486-120x90.jpeg,https://images.bayut.com/thumbnails/330740487-120x90.jpeg,https://images.bayut.com/thumbnails/330740488-120x90.jpeg,https://images.bayut.com/thumbnails/330740489-120x90.jpeg,https://images.bayut.com/thumbnails/330740490-120x90.jpeg,https://images.bayut.com/thumbnails/330740491-120x90.jpeg,https://images.bayut.com/thumbnails/330740493-120x90.jpeg,https://images.bayut.com/thumbnails/330740495-120x90.jpeg,https://images.bayut.com/thumbnails/330740497-120x90.jpeg,https://images.bayut.com/thumbnails/330740499-120x90.jpeg,https://images.bayut.com/thumbnails/330740501-120x90.jpeg,https://images.bayut.com/thumbnails/330740504-120x90.jpeg,https://images.bayut.com/thumbnails/330740506-120x90.jpeg,https://images.bayut.com/thumbnails/330740508-120x90.jpeg,https://images.bayut.com/thumbnails/330740510-120x90.jpeg,https://images.bayut.com/thumbnails/330740512-120x90.jpeg,https://images.bayut.com/thumbnails/105665672-240x180.jpeg",,,1675257937622,"1,998,532"
1 Bed with Private Pool | Limited Units,"Sky view realEstate is pleased to offer an exquisite 1 bedroom with private pool  apartment in Arjan. The property size is 1014sq. ft. and it fosters a high quality of life with excellent facilities. PROPERTY FEATURES:1 bedroom with private pool 1 Allocated Parking Space Balcony Fitted Kitchen Storage Room Built-in Wardrobes Home Automation SystemMultiple options availablePayment plan 50% During construction 50% on Handover in sep 2024AMENITIES:- Kids Play Area- Gym or Health Club- Lobby in Building- Service Elevators- Reception/Waiting Room- Security Staff- CCTV Security- 24 Hours Concierge- Double-Glazed Windows- Centrally Air-Conditioned- Central Heating- Electricity Backup- Maintenance StaffNEARBY PLACES:- 3 minutes Miracle Garden- 5 minutes My City Centre Al Barsha- 9 minutes Dubai Sports City- 14 minutes The Mall of Emirates- 18 minutes Global Village- 19 minutes Dubai Marina- 21 minutes Downtown Dubai- 24 minutes Dubai International Airport- 30 minutes Al Maktoum International Airport- Easy access to Sheikh Zayed Road- Easy access to many reputed schools- Conveniently located alongside Sheikh Mohammed Bin Zayed RoadABOUT ARJANArjan is a new district within Dubailand, situated on the outskirts of Dubai. The community is bordered by Al Barsha South towards the north and Sheikh Mohammed Bin Zayed Road towards the south. Further down south, there is Dubai Motor City – home to Dubai Autodrome. The project was launched in 2006 as part of the Dubailand development. By September 2020, the community has 48 completed buildings and another 37 are under development. The road network is fully developed. Arjan features residential complexes, commercial buildings and retail developments. The neighbourhood is popular for having two of the most visited parks in Dubai: Dubai Miracle Garden and Dubai Butterfly Garden. For More Details Call MR. Akash Kanjwani View Contact DetailRERA# 563, DED# 579762",,2,"1,014",Arjan,Apartment,,,,,Furnished,,,,,,,,,,"https://images.bayut.com/thumbnails/338761094-800x600.jpeg,https://images.bayut.com/thumbnails/338761096-800x600.jpeg,https://images.bayut.com/thumbnails/329967781-800x600.jpeg,https://images.bayut.com/thumbnails/338761094-120x90.jpeg,https://images.bayut.com/thumbnails/338761096-120x90.jpeg,https://images.bayut.com/thumbnails/338761099-120x90.jpeg,https://images.bayut.com/thumbnails/338761102-120x90.jpeg,https://images.bayut.com/thumbnails/338761104-120x90.jpeg,https://images.bayut.com/thumbnails/338761107-120x90.jpeg,https://images.bayut.com/thumbnails/338761110-120x90.jpeg,https://images.bayut.com/thumbnails/338761114-120x90.jpeg,https://images.bayut.com/thumbnails/338761117-120x90.jpeg,https://images.bayut.com/thumbnails/338761119-120x90.jpeg,https://images.bayut.com/thumbnails/338761121-120x90.jpeg,https://images.bayut.com/thumbnails/338761124-120x90.jpeg,https://images.bayut.com/thumbnails/338761127-120x90.jpeg,https://images.bayut.com/thumbnails/338761130-120x90.jpeg,https://images.bayut.com/thumbnails/329967770-120x90.jpeg,https://images.bayut.com/thumbnails/329967776-120x90.jpeg,https://images.bayut.com/thumbnails/329967777-120x90.jpeg,https://images.bayut.com/thumbnails/329967771-120x90.jpeg,https://images.bayut.com/thumbnails/329967778-120x90.jpeg,https://images.bayut.com/thumbnails/329967781-120x90.jpeg,https://images.bayut.com/thumbnails/27680925-240x180.jpeg",,,1675257939594,"1,050,000"
Luxurious Studio with Private Pool in An Architectural Masterpiece |5 years payment plan | Pay 1% every month,"This Architectural Masterpiece is a Development that Offers meticulously Crafted Luxurious apartments with private Pools and high end interior designed living space that gives you everlasting royalty experience. ★ METICULOUSLY CRAFTED FLAWLESS LUXURY STUDIO APARTMENT★ PRIVATE POOL★ SMART HOMES AUTOMATION★ 1% PER MONTH PAYMENT PLAN★ SOLAR PANEL★ HIGH END FINISHING★ WORLD CLASS AMENITIES★ FREEHOLD PROPERTY★ AMAZING LAYOUT★ ICONIC DESIGN===================PROPERTY FEATURES:===================☆ Studio Apartment + Private Pool☆ 1 Bathroom☆ Balcony☆ Size: 460 Sq. feet☆ Best Layout☆ Built-in Wardrobes☆ Branded Kitchen Appliances☆ High End Finishing☆ Dedicated parking Space===================PROJECT AMENITIES:===================★ JACUZZI★ HEALTH CLUB★ BBQ AREA★ ICONIC WATER FEATURE★ VALET PARKING★ OUTDOOR CINEMA★ STEAM ROOM★ SAUNA ROOM★ SOLAR PANELS★ PRIVATE SWIMMING POOL★ RESORT STYLE COMMON SWIMMING POOL★ KID'S SWIMMING POOL★ LEISURE POOL DECK★ KIDS PLAY AREA★ ENTERTAINMENT CENTER===============SELLING PRICE:===============■ STARTING PRICE: AED 699,000/- (USD 190,463/-)==============PAYMENT PLAN==============■ 15% on booking + 4% DLD+ AED 2,625/- DLD Approved Admin Fee■ 1% every month for 60 Months■ 10% on 6th month after booking■ 5% on 12 month after booking■ 10% on 18 month after booking=================SAMANA MYKONOS:=================Experience the vibrant city of Mykonos in your own city, Dubai, with the magnificently designed samana mykonos. An exquisite residential property location at Dubai Studio City, samana mykonos is where you hunt for the perfect home with holiday vibe ends. =============CONTACT US:=============Please feel free to contact us for Booking and more details:-■ Property Consultant■ Aizaz Mushtaq■ Mobile Number: View Contact Detail■ BRN: 40050■ RERA ORN: 17286DED# 766741, RERA# 17286",,,460,Dubai Studio City,Apartment,,,,,,,,,,,,,,,"https://images.bayut.com/thumbnails/336853458-800x600.jpeg,https://images.bayut.com/thumbnails/336853459-800x600.jpeg,https://images.bayut.com/thumbnails/336853485-800x600.jpeg,https://images.bayut.com/thumbnails/336853458-120x90.jpeg,https://images.bayut.com/thumbnails/336853459-120x90.jpeg,https://images.bayut.com/thumbnails/336853460-120x90.jpeg,https://images.bayut.com/thumbnails/336853461-120x90.jpeg,https://images.bayut.com/thumbnails/336853462-120x90.jpeg,https://images.bayut.com/thumbnails/336853464-120x90.jpeg,https://images.bayut.com/thumbnails/336853467-120x90.jpeg,https://images.bayut.com/thumbnails/336853469-120x90.jpeg,https://images.bayut.com/thumbnails/336853471-120x90.jpeg,https://images.bayut.com/thumbnails/336853473-120x90.jpeg,https://images.bayut.com/thumbnails/336853475-120x90.jpeg,https://images.bayut.com/thumbnails/338053699-120x90.jpeg,https://images.bayut.com/thumbnails/336853480-120x90.jpeg,https://images.bayut.com/thumbnails/336853484-120x90.jpeg,https://images.bayut.com/thumbnails/336853485-120x90.jpeg,https://images.bayut.com/thumbnails/27679879-240x180.jpeg",,,1675257945152,"699,000"
New Launch I Amazing Payment Plan I Book Your Unit,"Stage Properties is delighted to introduce -GEMZ - a new project by Danube is redefining luxury living in the heart of Al Furjan. This unique project with a stunning pyramid shaped architecture is the upcoming landmark. Built on the prime location, the project offers spacious apartments, top-of-the line amenities, easy access to public transport and malls, and a lot more. EXCEPTIONAL RESIDENCES TO CHOOSE FROM:Spacious Studios1 Bedroom apartments with office2 Bedroom duplexes with private pool & study3 Bedroom duplexes with private pool, study & maid's roomFacilities and Amenities Includes:-Swimming Pool -Beauty Salon -Doctor on Call -Fitness Centre -Yoga Centre -Cricket Pitch -Outdoor Cinema -Kids Play Area - Sky DeckAmazingPayment Plan:- 10%Booking Amount- 1%Jul-2022 - Sep 2022- 5%Oct-2022- 1%Nov-2022 - Mar-2023- 5%Apr 2023- 1%May 2023 - Feb 2025- 10%Mar 2025- 1%40 months post handoverFor more information, please call us today onView Contact Detail or email at Send e-mail  PROPERTY FEATURES:  -Balcony -BBQ area -Built in wardrobes -Central air conditioning -Central heating -Community View -Covered parking -Gymnasium -On low floor -Pets allowed -Sauna -Shared swimming pool -Steam room -Study -View of parkland -24 hours Maintenance -Bus services -Business Center -Children's play area -Clubhouse -Communal gardens -Cycling tracks -Fitness Center -Mosque -Public park -Public parking -Public transport -Recreational Facilities -Restaurants -Shopping mall -Shops -Walking TrailsDED# 912442, RERA# 25174",3,4,"1,594",Al Furjan,Apartment,,,,,,,,,,,,,"Parking Spaces,Centrally Air-Conditioned,Central Heating,Balcony or Terrace,Gym or Health Club,Sauna,Steam Room,Kids Play Area,Barbeque Area,Maintenance Staff,Business Center,View",,"https://images.bayut.com/thumbnails/332065364-800x600.jpeg,https://images.bayut.com/thumbnails/332065365-800x600.jpeg,https://images.bayut.com/thumbnails/332065377-800x600.jpeg,https://images.bayut.com/thumbnails/332065364-120x90.jpeg,https://images.bayut.com/thumbnails/332065365-120x90.jpeg,https://images.bayut.com/thumbnails/332065366-120x90.jpeg,https://images.bayut.com/thumbnails/332065367-120x90.jpeg,https://images.bayut.com/thumbnails/332065368-120x90.jpeg,https://images.bayut.com/thumbnails/332065369-120x90.jpeg,https://images.bayut.com/thumbnails/332065370-120x90.jpeg,https://images.bayut.com/thumbnails/332065371-120x90.jpeg,https://images.bayut.com/thumbnails/332065372-120x90.jpeg,https://images.bayut.com/thumbnails/332065373-120x90.jpeg,https://images.bayut.com/thumbnails/332065374-120x90.jpeg,https://images.bayut.com/thumbnails/332065375-120x90.jpeg,https://images.bayut.com/thumbnails/332065376-120x90.jpeg,https://images.bayut.com/thumbnails/332065377-120x90.jpeg,https://images.bayut.com/thumbnails/105665672-240x180.jpeg",,,1675257949583,"1,807,175"
High Floor | Burj Khalifa View | PHPP | Fully Furnished,"CN One Real Estate is pleased to offer for sale this magnificent 3 Bedroom Apartment in Address Residences Dubai Opera by Emaar located at Downtown Dubai. •Off-plan | Project completion is expected to be in End of February 2023•	Access to Burj Park and Burj Lake•	Exquisite Lounges•	Infinity Swimming Pool•	State of the Art Gym•	Kids' Club and Play Area•	Concierge Service•	Restaurant•	Retail area•	Luxurious facilities for wellness and health•	Exquisite Lounges•	Access to Burj Park and Burj Lake•	Five-star concierge-style serviceEXQUISITE LOUNGESINFINITY SWIMMING POOLSTATE-OF-THE-ART GYMKIDS’ CLUB & PLAY AREACONCIERGE SERVICEAmenities:•	Balcony•	Barbecue area•	Basketball court•	BroadBand•	Kids Play Area•	First Aid Kit•	Fitness center•	Fully Furnished Kitchen•	Gym•	Landscaped Garden•	Maid Room•	Metro•	Near transportation•	Non-smoking•	Public Park•	Public Parking•	Public Transport•	Restaurants•	Security system•	Shopping Mall•	Shops•	Tennis Courts•	Terrace•	Trash compactor•	Wardrobe•	Wireless internet connection•	Wood FlooringLocated in the Downtown Dubai, the Dubai Opera district has been slated to become an enigmatic art centre and emphasize Dubai’s role as a cultural hub. This creative enclave is located between the Burj Khalifa and the Dubai Mall, and is touted to host a plethora of residences, hotels, museums, galleries, jazz clubs and restaurants. The Dubai Opera House, a 2000-seat multi-format theatre, will elevate the area to another level, encompassing pedestrian zones, manicured parks, plazas and courtyards. It forms the epicenter of this district with the primary goal to foster exchange within international art communities. We Have Properties in:Downtown Dubai Creek HarbourFor more Details Mobile: View Contact DetailEmail: m. Send e-mailDED# 945182, RERA# 26272",3,3,"1,540",Downtown Dubai,Apartment,,,,,Furnished,,,,,,,,,,"https://images.bayut.com/thumbnails/331074530-800x600.jpeg,https://images.bayut.com/thumbnails/331074531-800x600.jpeg,https://images.bayut.com/thumbnails/331074539-800x600.jpeg,https://images.bayut.com/thumbnails/331074530-120x90.jpeg,https://images.bayut.com/thumbnails/331074531-120x90.jpeg,https://images.bayut.com/thumbnails/331074532-120x90.jpeg,https://images.bayut.com/thumbnails/331074533-120x90.jpeg,https://images.bayut.com/thumbnails/331074534-120x90.jpeg,https://images.bayut.com/thumbnails/331074535-120x90.jpeg,https://images.bayut.com/thumbnails/331074536-120x90.jpeg,https://images.bayut.com/thumbnails/331074537-120x90.jpeg,https://images.bayut.com/thumbnails/331074538-120x90.jpeg,https://images.bayut.com/thumbnails/331074539-120x90.jpeg,https://images.bayut.com/thumbnails/145622930-240x180.jpeg",,https://images.bayut.com/thumbnails/73152376-600x450.jpeg,1675257954715,"7,100,000"
